seller_id,total_transactions,successful_transactions,avg_rating,rating_count,refund_rate,complaint_count,account_age_days,late_delivery_rate,average_response_time_hours,inventory_count,price_variance_index,review_sentiment_score,fraud_flag_history,chargeback_rate,verification_status,success_rate,complaint_ratio,trust_label,trust_score
2937,4059,2238,2.6,2732,0.293,69,40,0.292,56.17,3502,0.952,-0.351,2,0.045,1,0.5513673319,0.0169992609,0,99.75
2938,2219,1109,4.84,3761,0.27,70,2525,0.332,43.6,3264,0.694,-0.18,0,0.176,0,0.4997746733,0.03154574132,0,126.67
2939,2222,257,3.03,2335,0.097,71,2472,0.194,37,7774,0.194,-0.063,1,0.111,0,0.1156615662,0.03195319532,0,95.63
2940,173,173,3.32,1782,0.238,2,1558,0.34,40.09,1085,0.121,-0.753,4,0.16,1,1,0.01156069364,0,110.7
2941,3208,1099,4.12,3769,0.318,48,407,0.489,47.3,5132,0.521,-0.965,0,0.16,1,0.3425810474,0.01496259352,0,112.74
2942,835,835,3.76,2110,0.013,20,390,0.324,27.76,8200,0.665,0.838,1,0.129,1,1,0.02395209581,0,143.06
2943,2466,1393,2.95,1894,0.287,7,2760,0.171,56.54,7851,0.166,-0.294,1,0.038,1,0.5648824006,0.002838605028,0,109.21
2944,846,846,3.66,1043,0.101,63,1601,0.143,65.55,6761,0.602,-0.797,4,0.138,1,1,0.07446808511,0,119.61
2945,4222,1785,4.19,3739,0.379,91,671,0.482,41.56,5145,0.865,0.518,2,0.013,1,0.4227854098,0.02155376599,0,126.85
2946,4204,549,2.13,1772,0.215,58,602,0.093,28.08,6383,0.728,-0.41,0,0.04,1,0.1305899144,0.0137963844,0,90.91
2947,1986,1986,2.03,757,0.013,29,1985,0.403,50.39,5009,0.664,-0.637,1,0.129,0,1,0.01460221551,0,91.56
2948,2206,2206,3.37,473,0.161,31,1614,0.233,13.93,2974,0.789,0.925,4,0.182,0,1,0.01405258386,0,120.24
2949,3857,1132,2.4,763,0.387,74,952,0.222,69.77,9090,0.104,0.841,1,0.154,1,0.2934923516,0.01918589577,0,103.71
2950,1351,627,3.99,1850,0.292,19,2473,0.374,47.72,8032,0.204,-0.789,4,0.066,1,0.4641006662,0.01406365655,0,109.46
2951,4213,3303,2.64,592,0.12,15,2263,0.074,5.8,5135,0.038,0.799,4,0.165,0,0.7840018989,0.00356040826,0,106.08
2952,3190,3190,3.3,2215,0.23,24,1571,0.233,38.61,1143,0.145,0.782,1,0.193,1,1,0.007523510972,0,132.61
2953,3286,2635,2.59,28,0.24,59,1844,0.018,54.27,4248,0.913,0.269,4,0.066,0,0.8018867925,0.01795496044,0,100.14
2954,2402,2218,3.65,64,0.009,44,2448,0.335,20.73,6036,0.222,0.059,0,0.037,0,0.923397169,0.01831806828,0,124.95
2955,1982,618,2.35,1760,0.072,8,1919,0.029,4.62,5796,0.662,-0.565,4,0.04,1,0.3118062563,0.004036326942,0,91.07
2956,2771,2771,2.07,730,0.221,50,1929,0.044,35.73,6582,0.692,-0.757,2,0.08,1,1,0.01804402743,0,99.92
2957,414,414,2.15,3102,0.161,60,1257,0.422,60.19,8367,0.645,0.213,2,0.01,1,1,0.1449275362,0,108.64
2958,4966,4752,4.86,3363,0.076,39,2685,0.221,18.86,6103,0.554,0.644,4,0.098,0,0.9569069674,0.007853403141,0,141.15
2959,2440,2440,2.43,2818,0.309,60,2359,0.1,51.91,8322,0.486,0.377,0,0.146,1,1,0.02459016393,0,118.12
2960,996,996,4.13,1573,0.196,66,1469,0.296,29.95,3007,0.42,-0.638,3,0.106,1,1,0.06626506024,0,127.61
2961,1427,1427,2.2,3076,0.124,79,1086,0.26,5.23,6321,0.917,-0.42,3,0.194,1,1,0.05536089699,0,101.4
2962,1489,1024,2.32,3498,0.065,75,2159,0.205,22.58,3165,0.01,0.093,0,0.092,0,0.6877098724,0.05036937542,0,100.54
2963,3230,2089,3.53,2865,0.244,14,1536,0.453,23.29,430,0.053,0.25,2,0.003,0,0.646749226,0.004334365325,0,111.16
2964,4907,4602,3.39,2780,0.267,52,2225,0.375,65.23,9931,0.493,-0.855,4,0.094,0,0.9378438965,0.01059710617,0,99.36
2965,390,390,4.85,2342,0.268,3,1660,0.076,70.7,2845,0.331,0.228,1,0.186,0,1,0.007692307692,0,141.39
2966,3039,430,4.83,3613,0.088,22,994,0.285,15.89,4373,0.408,0.473,4,0.019,1,0.1414939125,0.007239223429,0,132.65
2967,432,432,4.34,1565,0.238,26,1021,0.044,31.57,2095,0.998,-0.637,4,0.045,1,1,0.06018518519,0,131.27
2968,1606,1606,3.81,2568,0.362,36,524,0.122,70.35,7079,0.775,-0.508,3,0.143,0,1,0.02241594022,0,112.99
2969,349,349,3.36,3923,0.141,76,1223,0.455,29.92,7480,0.877,-0.482,4,0.059,1,1,0.217765043,0,115.33
2970,188,86,3.07,3079,0.084,42,2800,0.231,25.79,2395,0.369,0.88,3,0.153,1,0.4574468085,0.2234042553,0,117.9
2971,408,408,4.84,1429,0.309,36,732,0.446,8.8,9979,0.24,-0.186,1,0.084,0,1,0.08823529412,0,133.8
2972,4981,4573,3.81,2177,0.071,84,1060,0.083,54.48,2387,0.768,0.061,4,0.159,0,0.9180887372,0.01686408352,0,119.64
2973,1572,1572,3.74,2154,0.101,28,1433,0.103,32.74,2867,0.808,0.449,0,0.11,0,1,0.01781170483,0,131.94
2974,3506,3506,2.7,2177,0.04,28,855,0.176,46.35,1465,0.55,-0.257,4,0.016,0,1,0.007986309184,0,102.41
2975,1677,1677,2.14,1570,0.107,48,2511,0.183,37.2,9190,0.896,-0.789,0,0.077,0,1,0.02862254025,0,95.01
2976,1353,1353,4.84,1186,0.164,74,1087,0.373,13.39,1900,0.967,0.309,3,0.067,0,1,0.05469327421,0,137.83
2977,1184,1184,2.94,1278,0.026,50,592,0.3,13.52,8851,0.471,0.335,4,0.162,0,1,0.04222972973,0,109.44
2978,2236,2236,3.33,1805,0.349,49,2215,0.277,67.72,2438,0.223,-0.479,3,0.125,0,1,0.02191413238,0,104.9
2979,3220,2632,2.34,3597,0.205,27,396,0.301,64.16,6219,0.517,-0.93,0,0.155,1,0.8173913043,0.008385093168,0,99.51
2980,3885,2964,4.51,2450,0.235,73,2183,0.366,44.36,2327,0.99,0.331,3,0.074,0,0.7629343629,0.01879021879,0,127.29
2981,2201,52,2.08,1176,0.149,4,823,0.446,1.09,8248,0.293,0.407,2,0.138,1,0.02362562472,0.001817355747,0,88.67
2982,1287,1287,4.5,3585,0.268,55,665,0.207,31.76,8058,0.618,-0.948,0,0.013,0,1,0.04273504274,0,126.8
2983,3785,1239,2.42,2851,0.173,63,1735,0.401,38.66,7357,0.694,0.386,3,0.007,0,0.327344782,0.01664464993,0,89.03
2984,2884,2326,4.66,1880,0.305,88,1016,0.248,32.91,2125,0.214,0.878,4,0.057,0,0.806518724,0.03051317614,0,134.19
2985,4310,778,4.19,3939,0.329,96,987,0.361,66.71,7292,0.588,-0.642,3,0.155,0,0.1805104408,0.0222737819,0,98.95
2986,1048,834,2.49,2277,0.269,16,884,0.437,3.9,7203,0.315,0.043,1,0.107,0,0.7958015267,0.01526717557,0,97.22
2987,2617,163,3.7,2896,0.197,96,2155,0.016,47.5,82,0.854,0.394,0,0.082,0,0.06228505923,0.03668322507,0,111.75
2988,1357,1357,2.94,169,0.313,88,1599,0.273,23.28,3467,0.715,-0.54,3,0.179,1,1,0.06484893147,0,108.48
2989,706,706,2.53,3157,0.198,96,2286,0.495,40.72,2032,0.826,0.503,2,0.099,0,1,0.1359773371,0,105.07
2990,2710,463,4.58,2668,0.045,54,1464,0.248,47.57,4095,0.2,0.736,1,0.123,0,0.1708487085,0.01992619926,0,128.09
2991,2261,2261,3.21,3773,0.047,8,37,0.432,32.3,7598,0.035,0.629,0,0.197,1,1,0.003538257408,0,132.45
2992,1959,1959,3.2,648,0.379,90,766,0.093,11.53,9228,0.851,-0.482,1,0.104,1,1,0.04594180704,0,118.52
2993,3780,3780,2.51,1065,0.085,88,2304,0.302,37.85,1553,0.387,0.608,4,0.157,0,1,0.02328042328,0,104.86
2994,2096,2096,3.15,2834,0.326,67,2252,0.435,67.24,4506,0.18,-0.173,2,0.083,1,1,0.03196564885,0,116.45
2995,3212,2947,4.61,343,0.099,72,110,0.216,39.05,5793,0.092,-0.467,4,0.007,1,0.9174968867,0.02241594022,0,136.11
2996,1190,282,3.09,3606,0.172,78,1188,0.243,9.73,4759,0.517,-0.664,3,0.167,0,0.2369747899,0.06554621849,0,86.77
2997,316,316,4.85,3521,0.262,15,267,0.041,59.52,5055,0.15,0.818,1,0.189,1,1,0.04746835443,0,157.7
2998,1895,1895,4.84,901,0.064,15,1525,0.021,16.74,857,0.567,-0.146,4,0.087,1,1,0.007915567282,0,146.1
2999,1758,331,2.43,2997,0.295,12,1079,0.234,27.29,9697,0.727,0.731,3,0.101,0,0.1882821388,0.006825938567,0,88.75
3000,3680,2007,2.53,2026,0.276,77,216,0.422,31.44,944,0.535,-0.681,2,0.085,0,0.5453804348,0.02092391304,0,83.84
3001,3261,2793,4.59,361,0.217,85,1935,0.466,25.12,1405,0.904,0.534,4,0.199,1,0.8564857406,0.02606562404,0,138.41
3002,2343,2343,3.18,1372,0.226,84,659,0.329,29.72,6584,0.156,-0.78,1,0.181,1,1,0.03585147247,0,114.41
3003,3782,3271,2.01,935,0.042,72,1762,0.413,57.48,548,0.494,-0.965,4,0.008,1,0.8648863035,0.01903754627,0,89.96
3004,3879,3087,2.82,1433,0.174,62,844,0.367,16.86,8272,0.163,0.99,2,0.156,1,0.7958236659,0.0159835009,0,121.28
3005,1560,580,3.79,2453,0.035,40,643,0.351,34.4,8457,0.876,-0.853,3,0.12,1,0.3717948718,0.02564102564,0,109.52
3006,525,525,4.4,3283,0.123,52,2969,0.385,2.42,911,0.932,-0.077,4,0.005,0,1,0.09904761905,0,126.49
3007,1026,1026,2.4,2587,0.36,67,1216,0.253,37.04,8871,0.4,0.757,4,0.089,1,1,0.06530214425,0,111.75
3008,1257,1257,2.33,3990,0.23,73,2255,0.229,8.93,1893,0.306,0.639,0,0.03,1,1,0.05807478123,0,120.3
3009,2010,2010,4.77,3174,0.297,98,1014,0.08,21.04,8341,0.279,-0.058,3,0.175,1,1,0.04875621891,0,142.96
3010,607,607,4.25,3873,0.23,8,2357,0.422,24.07,2712,0.86,0.222,0,0.003,0,1,0.01317957166,0,133.27
3011,932,932,3.77,2415,0.078,50,827,0.022,6.85,9648,0.682,0.259,0,0.175,0,1,0.05364806867,0,131
3012,2244,742,4.31,1429,0.238,47,1107,0.134,26.6,4169,0.881,-0.78,2,0.188,1,0.3306595365,0.02094474153,0,117.67
3013,4811,2205,3.29,2885,0.302,79,96,0.26,36.36,9496,0.118,-0.43,2,0.015,0,0.4583246726,0.01642070256,0,97.94
3014,2717,2717,4.28,69,0.055,48,573,0.486,31.61,9069,0.476,-0.398,1,0.144,0,1,0.01766654398,0,126.1
3015,4727,3879,3.12,2534,0.327,17,1816,0.393,20.91,1426,0.676,-0.244,3,0.11,1,0.8206050349,0.003596361329,0,109.84
3016,4840,2463,2.73,3807,0.222,9,549,0.184,21.93,4973,0.897,-0.452,3,0.191,0,0.5088842975,0.001859504132,0,88.53
3017,1660,1660,4.19,2669,0.002,84,2576,0.357,45.98,4883,0.382,-0.497,2,0.16,1,1,0.05060240964,0,133.68
3018,3538,300,3.26,10,0.208,53,975,0.466,52.01,5131,0.313,-0.29,2,0.139,1,0.08479366874,0.01498021481,0,99.53
3019,2504,1824,4.94,1588,0.158,78,1484,0.269,41.93,2592,0.913,-0.242,0,0.185,1,0.7284345048,0.03115015974,0,144.34
3020,4544,2492,3.05,320,0.119,14,2804,0.231,70.31,368,0.048,-0.026,2,0.032,0,0.548415493,0.003080985915,0,103.04
3021,1996,1996,4.77,2225,0.309,10,1088,0.276,68.09,1510,0.48,-0.653,4,0.075,1,1,0.00501002004,0,133.88
3022,4860,3424,4.8,2249,0.36,39,2266,0.156,7.99,8129,0.459,0.577,3,0.169,1,0.704526749,0.008024691358,0,142.21
3023,4849,1109,2.73,3115,0.305,46,1142,0.454,19.56,1948,0.146,0.721,1,0.02,1,0.2287069499,0.00948649206,0,106.42
3024,2858,2858,4.39,3115,0.339,19,976,0.399,62.66,824,0.395,-0.504,0,0.187,0,1,0.006648005598,0,124.86
3025,3875,3875,3.3,3769,0.364,97,165,0.353,3.11,8797,0.723,-0.753,4,0.149,1,1,0.02503225806,0,108.49
3026,3586,633,4.75,3498,0.365,21,2623,0.295,43.05,5076,0.367,0.445,2,0.088,1,0.1765197992,0.005856107083,0,130.93
3027,3852,1615,3.35,717,0.046,47,822,0.485,68.77,8428,0.31,0.848,1,0.068,0,0.4192627207,0.01220145379,0,113.9
3028,4227,3087,4.23,1191,0.183,81,1166,0.149,49.19,3845,0.782,-0.93,2,0.03,1,0.730305181,0.01916252661,0,125.22
3029,4749,4015,3.4,1790,0,15,1392,0.142,7.53,4922,0.989,-0.971,4,0.019,0,0.8454411455,0.003158559697,0,103.59
3030,2020,2020,2.68,1533,0.203,4,584,0.121,54.1,6096,0.779,-0.633,1,0.085,1,1,0.00198019802,0,111.76
3031,3872,1425,2.6,2423,0.37,64,2971,0.371,27.73,6304,0.846,0.37,2,0.169,0,0.3680268595,0.01652892562,0,90.11
3032,2869,2869,3.28,1373,0.08,82,975,0.399,66.43,2074,0.94,0.93,4,0.106,0,1,0.02858138724,0,119.25
3033,952,629,4.27,867,0.256,73,2602,0.299,21.33,2361,0.802,0.501,4,0.09,1,0.6607142857,0.07668067227,0,131.54
3034,414,414,3.82,3416,0.258,20,2251,0.326,34.6,9739,0.98,0.146,1,0.064,0,1,0.04830917874,0,123.99
3035,4308,1096,4.07,3664,0.064,60,2714,0.174,54.01,7374,0.747,0.401,4,0.031,1,0.2544103993,0.0139275766,0,124.14
3036,3169,2916,2.85,2384,0.095,76,2284,0.02,19.29,1374,0.662,-0.539,2,0.198,1,0.9201640896,0.02398232881,0,113.16
3037,2608,2608,3.44,2171,0.185,54,1396,0.127,13.91,1094,0.693,0.377,1,0.005,0,1,0.02070552147,0,124.28
3038,1913,1118,2.13,2854,0.075,23,978,0.292,1.19,276,0.9,-0.357,0,0.062,1,0.5844223732,0.01202300052,0,100.4
3039,165,165,4.45,928,0.234,22,133,0.406,35.65,8161,0.683,-0.555,4,0.154,1,1,0.1333333333,0,129.09
3040,2434,2434,4.97,3499,0.194,86,1076,0.389,66.93,9472,0.761,-0.527,2,0.104,1,1,0.03533278554,0,142.44
3041,3985,3985,3.22,3549,0.208,10,1890,0.09,20.99,8236,0.216,0.336,1,0.063,1,1,0.002509410289,0,130.01
3042,4985,3314,2.03,3224,0.054,46,2367,0.026,4.08,4891,0.913,0.534,0,0.199,1,0.6647943831,0.009227683049,0,111.03
3043,2540,2540,2.51,618,0.207,1,2644,0.425,45.05,77,0.447,0.164,0,0.124,0,1,0.0003937007874,0,105.7
3044,992,992,3.96,318,0.02,69,993,0.038,4.99,198,0.161,-0.872,3,0.059,1,1,0.06955645161,0,128.41
3045,1774,1774,3.84,2458,0.353,52,867,0.197,36.99,4146,0.8,-0.924,3,0.17,0,1,0.02931228861,0,108.4
3046,2384,819,4.36,1353,0.137,10,2488,0.047,28.09,692,0.356,-0.566,1,0.03,1,0.3435402685,0.004194630872,0,126.79
3047,2817,2817,2.76,221,0.343,14,1612,0.282,34.76,3148,0.184,-0.427,4,0.093,1,1,0.004969826056,0,105.24
3048,1187,1187,4.29,2374,0.281,72,911,0.182,12.55,9533,0.256,-0.19,2,0.168,0,1,0.06065711879,0,125.73
3049,2577,1694,4.06,194,0.306,11,2963,0.101,7.4,3200,0.035,-0.848,4,0.197,1,0.6573535118,0.004268529298,0,115
3050,4167,1339,2.97,1238,0.126,35,453,0.298,54.18,862,0.091,0.45,2,0.077,1,0.3213342933,0.008399328054,0,110.84
3051,3470,894,3.64,1397,0.091,91,2232,0.182,18.44,7363,0.593,0.423,2,0.028,0,0.2576368876,0.02622478386,0,111.52
3052,4828,3893,2.44,1249,0.163,22,2228,0.083,57.83,7247,0.866,-0.307,3,0.113,0,0.8063380282,0.004556752278,0,94.25
3053,3956,3393,3.36,255,0.01,26,241,0.35,54.85,8958,0.449,0.126,3,0.189,0,0.8576845298,0.006572295248,0,112.27
3054,3687,3554,4.64,248,0.368,87,1245,0.418,15.08,1704,0.626,-0.798,4,0.133,1,0.9639273122,0.02359641985,0,126.87
3055,3003,3003,3.26,1838,0.155,13,910,0.137,65.49,9509,0.81,-0.17,1,0.12,0,1,0.004329004329,0,115.3
3056,2417,53,4.52,1424,0.395,53,784,0.093,12.45,2605,0.357,0.715,2,0.062,1,0.02192800993,0.02192800993,0,128.91
3057,4271,3033,3.77,529,0.305,98,1151,0.038,57.6,5477,0.654,0.321,3,0.121,0,0.710138141,0.02294544603,0,116.8
3058,326,326,2.58,1623,0.032,26,2618,0.264,30.86,1228,0.35,-0.792,1,0.177,1,1,0.07975460123,0,108.89
3059,2049,1261,3.74,3917,0.264,20,730,0.416,13.99,5909,0.643,0.695,3,0.075,0,0.6154221571,0.009760858956,0,115.49
3060,1277,1277,3.52,286,0.108,48,2249,0.125,67.61,8685,0.218,0.361,2,0.048,0,1,0.0375880971,0,124.06
3061,3802,2741,3.2,1015,0.097,61,400,0.23,69.39,4693,0.978,-0.094,0,0.096,0,0.7209363493,0.01604418727,0,111.76
3062,3785,451,2.36,2259,0.103,76,1762,0.08,37.31,7457,0.076,0.384,3,0.075,0,0.1191545575,0.02007926024,0,87.53
3063,745,745,3.25,223,0.366,71,1193,0.202,34.31,8010,0.505,-0.654,1,0.094,0,1,0.09530201342,0,106.76
3064,1359,1359,2.22,615,0.2,43,942,0.008,64.96,7769,0.286,0.101,4,0.019,0,1,0.03164091244,0,98.04
3065,4202,976,2.3,487,0.268,43,1858,0.455,43.33,9323,0.601,0.236,4,0.067,1,0.2322703475,0.01023322228,0,89.27
3066,3284,1216,3.25,517,0.112,97,831,0.338,19.89,291,0.428,0.855,2,0.165,1,0.3702801462,0.02953714982,0,119
3067,4164,1864,2.92,1108,0.209,60,2333,0.166,31.19,8831,0.307,-0.866,0,0.08,0,0.4476464938,0.0144092219,0,93.5
3068,2361,1594,4.78,2726,0.14,41,1019,0.441,60.36,2476,0.25,-0.25,3,0.194,1,0.6751376535,0.01736552308,0,133.25
3069,2891,1977,3.13,2722,0.128,22,705,0.091,62.03,4185,0.182,0.874,3,0.142,0,0.6838464199,0.00760982359,0,114.12
3070,4258,1338,4.27,1987,0.099,72,2941,0.039,67.69,4931,0.783,-0.566,0,0.073,0,0.3142320338,0.01690934711,0,117.07
3071,3609,3016,3.59,151,0.164,0,445,0.471,21.47,6566,0.222,0.626,2,0.05,0,0.8356885564,0,0,120.15
3072,3448,416,4.11,3671,0.264,35,2406,0.155,49.28,2391,0.774,-0.997,2,0.137,0,0.120649652,0.01015081206,0,98.21
3073,591,591,2.78,2379,0.089,54,2995,0.468,5.86,2946,0.485,-0.948,1,0.06,1,1,0.09137055838,0,108.6
3074,2744,2744,4.83,1727,0.386,15,1192,0.319,52.54,9553,0.072,-0.345,1,0.185,0,1,0.005466472303,0,131.17
3075,4724,3963,3.59,470,0.05,88,991,0.49,40.99,6916,0.165,0.537,1,0.023,0,0.8389077053,0.01862828112,0,123.12
3076,1138,1138,4.49,2764,0.192,17,2901,0.377,18.73,7323,0.893,-0.792,2,0.006,0,1,0.01493848858,0,123.72
3077,3413,3413,3.1,679,0.034,97,1650,0.053,47.48,9038,0.603,-0.234,3,0.044,1,1,0.02842074421,0,121.68
3078,74,74,2.3,3227,0.009,37,1565,0.426,10.6,6149,0.184,-0.737,4,0.121,0,1,0.5,0,88.52
3079,1622,1622,4.02,2111,0.369,66,278,0.074,24.7,3459,0.704,-0.553,2,0.167,1,1,0.04069050555,0,127.82
3080,3008,3008,2.02,3437,0.324,19,1916,0.346,29.46,7584,0.823,0.006,0,0.034,1,1,0.006316489362,0,106.7
3081,4286,85,3.43,2334,0.278,18,2822,0.25,56.18,3011,0.331,-0.362,4,0.117,0,0.0198320112,0.004199720019,0,87.39
3082,1817,1817,2.58,1854,0.346,12,2385,0.354,22.92,6009,0.557,-0.576,2,0.029,1,1,0.00660429279,0,104.92
3083,4793,135,3.88,1628,0.321,16,602,0.382,4.48,5084,0.293,-0.213,2,0.113,0,0.02816607553,0.003338201544,0,97.87
3084,2285,2285,4.94,409,0.259,77,1838,0.402,13.83,8634,0.08,0.402,1,0.004,0,1,0.03369803063,0,143.18
3085,250,250,3.39,677,0.339,29,827,0.417,44.17,5558,0.4,-0.761,3,0.112,0,1,0.116,0,101.86
3086,3248,3248,4.45,2573,0.156,85,1030,0.424,2.08,4357,0.751,-0.041,3,0.104,0,1,0.02616995074,0,127.72
3087,306,306,3.52,1532,0.221,42,790,0.206,57.25,6129,0.459,-0.451,4,0.009,1,1,0.137254902,0,119.82
3088,3797,996,3.49,1344,0.311,47,322,0.445,64.98,7060,0.405,-0.243,2,0.138,1,0.2623123519,0.01237819331,0,105.67
3089,4692,337,4.79,1304,0.034,42,2487,0.36,36.17,5952,0.366,0.643,1,0.114,1,0.07182438193,0.00895140665,0,137.47
3090,2291,2168,4.67,2633,0.343,92,227,0.419,51.24,8422,0.459,0.859,0,0.125,0,0.9463116543,0.04015713662,0,141.98
3091,3225,3225,4.36,1482,0.063,65,109,0.495,33.85,4665,0.318,-0.514,2,0.106,0,1,0.02015503876,0,124.3
3092,3656,139,2.89,2169,0.346,52,1438,0.058,22.92,5187,0.612,0.26,1,0.144,1,0.03801969365,0.01422319475,0,102.5
3093,3386,3386,3.64,248,0.125,71,166,0.185,12.71,3818,0.064,0.353,0,0.105,0,1,0.02096869462,0,128.36
3094,4947,4465,2.67,3225,0.131,77,242,0.403,37.79,7826,0.807,0.685,0,0.184,1,0.9025672125,0.01556498888,0,122.12
3095,463,463,3.33,3455,0.03,33,1892,0.043,67.02,7884,0.173,0.798,4,0.189,0,1,0.07127429806,0,122.16
3096,2064,2064,3.45,1053,0.354,76,648,0.27,64.19,5847,0.633,-0.064,3,0.145,1,1,0.03682170543,0,120.65
3097,1431,586,4.49,3657,0.07,73,989,0.429,66.29,789,0.45,0.965,3,0.182,0,0.4095038435,0.05101327743,0,127.03
3098,1148,134,4.69,1322,0.252,71,2243,0.009,69.62,2272,0.773,0.942,4,0.185,1,0.1167247387,0.0618466899,0,133.38
3099,3476,2077,3.24,1626,0.258,70,2507,0.47,12.74,7895,0.826,0.013,2,0.052,0,0.5975258918,0.02013808976,0,102.59
3100,3705,175,2.05,2254,0.112,12,2198,0.489,11.4,4741,0.204,0.084,1,0.199,1,0.04723346829,0.003238866397,0,86.97
3101,959,959,4.59,2439,0.394,89,2408,0.161,31.37,1049,0.677,0.335,3,0.053,0,1,0.09280500521,0,133.15
3102,237,237,2.52,3662,0.026,55,1752,0.383,49.94,7965,0.19,-0.252,4,0.004,0,1,0.2320675105,0,98.02
3103,4094,328,3.87,1731,0.243,58,1191,0.064,32.22,7576,0.124,0.324,3,0.192,0,0.08011724475,0.01416707377,0,105.69
3104,3806,3268,2.07,3760,0.192,31,1919,0.386,64.36,2290,0.93,0.029,3,0.045,1,0.8586442459,0.008145034157,0,100.32
3105,2065,675,3.2,1750,0.098,82,2070,0.241,51.94,1398,0.164,-0.929,3,0.117,0,0.3268765133,0.0397094431,0,89.2
3106,2142,2142,4.96,1525,0.065,78,1583,0.43,46.01,7091,0.228,0.705,2,0.194,0,1,0.03641456583,0,145.24
3107,3694,3108,2.3,2221,0.295,53,1129,0.106,6.04,7172,0.13,0.881,4,0.01,1,0.8413643747,0.01434759069,0,111.55
3108,2180,2180,3.27,2663,0.367,1,2697,0.336,13.45,8129,0.47,-0.948,3,0.054,1,1,0.0004587155963,0,109.16
3109,407,407,2.92,1282,0.043,36,1718,0.393,31.4,3518,0.92,0.579,3,0.122,0,1,0.08845208845,0,112.79
3110,2472,400,4.72,3149,0.078,82,66,0.101,70.32,2128,0.264,-0.228,4,0.153,1,0.1618122977,0.03317152104,0,125.05
3111,4307,516,4.61,2912,0.395,96,874,0.409,24.74,1592,0.542,0.171,0,0.161,1,0.1198049687,0.02228929649,0,126.63
3112,4595,2067,2.71,1054,0.006,32,1711,0.479,45.73,7902,0.411,0,2,0.177,0,0.4498367791,0.006964091404,0,94
3113,1547,1547,2.24,2888,0.203,0,2874,0.308,71.21,3455,0.336,0.103,2,0.034,0,1,0,0,99.16
3114,2208,1390,3.88,1545,0.206,27,1673,0.392,19.75,8659,0.572,-0.01,1,0.074,0,0.6295289855,0.01222826087,0,115.94
3115,2605,2605,3.01,2654,0.105,16,2363,0.266,12.83,2828,0.559,0.707,1,0.143,0,1,0.006142034549,0,119.56
3116,2392,2291,4.02,3471,0.265,56,1293,0.299,39.79,686,0.359,0.367,0,0.143,1,0.9577759197,0.02341137124,0,139.73
3117,3001,2651,2.1,545,0.378,69,2964,0.007,40.18,9615,0.851,-0.175,1,0.062,0,0.8833722093,0.02299233589,0,94.06
3118,1288,986,2.4,2168,0.18,51,2297,0.262,66.45,6373,0.053,0.377,3,0.061,1,0.7655279503,0.03959627329,0,108.15
3119,1023,410,4.06,958,0.3,43,2073,0.288,2.88,9107,0.085,0.93,3,0.064,1,0.4007820137,0.04203323558,0,129.2
3120,4777,3679,2.64,872,0.258,83,245,0.335,29.92,5397,0.991,-0.839,1,0.178,1,0.7701486288,0.0173749215,0,100.61
3121,4015,268,4.57,2652,0.189,46,710,0.085,23.18,5759,0.748,-0.224,2,0.182,0,0.06674968867,0.01145703611,0,113.14
3122,1100,1100,2.18,3951,0.02,12,2370,0.121,41.54,6346,0.804,0.741,0,0.003,1,1,0.01090909091,0,123.57
3123,3751,1416,2.65,1031,0.297,75,1842,0.378,1.66,121,0.603,0.478,3,0.065,0,0.3774993335,0.01999466809,0,92.19
3124,2830,2582,5,2517,0.145,29,1537,0.084,51.49,3389,0.42,0.87,0,0.078,0,0.9123674912,0.01024734982,1,153.15
3125,1638,1638,3.3,3159,0.09,84,2120,0.208,35.43,3883,0.629,-0.92,1,0.196,1,1,0.05128205128,0,117.91
3126,3928,1557,4.11,443,0.379,65,1146,0.125,50.75,7517,0.093,0.726,4,0.189,0,0.3963849287,0.01654786151,0,115.01
3127,2418,1697,2.55,1413,0.309,52,1322,0.273,32.79,3161,0.758,0.584,0,0.126,1,0.7018196857,0.02150537634,0,114.5
3128,486,486,3.83,3733,0.385,17,1674,0.493,34.67,7655,0.541,0.63,0,0.009,0,1,0.03497942387,0,127.96
3129,2878,2721,4.18,3521,0.102,27,2770,0.426,64.58,5616,0.957,0.195,1,0.038,0,0.9454482279,0.009381514941,0,130.39
3130,1606,1606,2.94,2945,0.334,3,1268,0.135,15.97,1954,0.637,-0.896,1,0.087,1,1,0.001867995019,0,110.91
3131,3908,2026,4.49,792,0.243,41,988,0.184,16.44,2510,0.152,0.078,3,0.192,1,0.5184237462,0.0104912999,0,130.09
3132,1354,1354,3.81,3420,0.393,5,2191,0.459,40.72,8614,0.478,-0.184,4,0.019,0,1,0.003692762186,0,111.64
3133,2434,2434,3.17,997,0.379,8,2998,0.449,47.88,2661,0.058,0.054,4,0.158,1,1,0.003286770748,0,113.34
3134,232,232,3.67,3505,0.389,19,1178,0.08,26.18,8387,0.745,0.481,0,0.038,1,1,0.08189655172,0,137.85
3135,1639,1639,3.73,178,0.381,93,2314,0.415,37.89,9778,0.502,0.192,4,0.102,0,1,0.0567419158,0,113.98
3136,1637,1520,2.5,718,0.003,37,2730,0.149,17.18,3168,0.37,-0.415,1,0.153,0,0.9285277947,0.02260232132,0,101.86
3137,709,709,3.21,974,0.296,67,1858,0.272,10.65,7401,0.969,0.199,1,0.138,1,1,0.09449929478,0,124.6
